categoria	tabela	coluna	descricao	acao_sugerida	fonte_url	observacao
Nome unidade de saúde	tb_dim_unidade_saude	nu_cnes	Codigo CNES da unidade; pode permitir reidentificacao da unidade mesmo apos anonimizar nome.	Avaliar mascaramento/pseudonimizacao se o objetivo for anonimizar a unidade completamente.	https://integracao.esusaps.bridge.ufsc.tech/dw/dimensoes/index.html	Relacionado a identificacao da unidade; nao e nome, mas e chave publica da unidade.
Nome unidade de saúde	tb_dim_unidade_saude	tb_dim_unidade_saude	-	Anonimizar nome na dimensao como Unidade de Saude 1, Unidade de Saude 2, etc.	https://integracao.esusaps.bridge.ufsc.tech/dw/dimensoes/index.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_acomp_cidadaos_vinculados	nu_cnes_vinc_equipe	texto | CNES da unidade de saúde responsável pelo cidadão de acordo com as regras definidas neste documento.	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/visualizacoes/acompanhamento_cidadaos_vinculados.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_dim_agrupador_filtro	co_dim_unidade_saude	Código da unidade de saúde do profissional. Campo co_seq_dim_unidade_saude da tb_dim_municipio	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/dimensoes/dim_agrupador_filtro.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_exames	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_exames.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_exames	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_exames.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_medicamentos	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_medicamentos.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_medicamentos	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_medicamentos.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_problemas	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_problemas.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_problemas	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_problemas.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_procedimentos	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_procedimentos.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atd_ind_procedimentos	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atd_ind_procedimentos.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_encaminham	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_encaminham.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_encaminham	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_encaminham.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_exames	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_exames.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_exames	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_exames.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_medicament	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_medicament.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_medicament	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_medicament.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_problemas	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_problemas.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_problemas	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_problemas.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_proced	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_proced.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atend_odonto_proced	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atend_odonto_proced.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atendimento_individual	co_dim_ubs_finalizador_obs	Código do unidade de saúde do profissional finalizador do atendimento de observação. Campo co_seq_dim_ubs_finalizador_obs da tb_dim_ubs_finalizador_obs	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atendimento_individual.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atendimento_individual	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atendimento_individual.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atendimento_individual	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atendimento_individual.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atendimento_odonto	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atendimento_odonto.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_atendimento_odonto	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional auxiliar. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atendimento_odonto.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_cuidado_compartilhado	co_dim_unidade_saude_evolucao	Código de identificação da unidade de saúde do profissional que registrou a evolução. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cuidado_compartilhado/tb_fat_cuidado_compartilhado.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_cuidado_compartilhado	co_dim_unidade_saude_executant	Código de identificação da unidade de saúde do profissional executante. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cuidado_compartilhado/tb_fat_cuidado_compartilhado.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_cuidado_compartilhado	co_dim_unidade_saude_solicitnt	Código de identificação da unidade de saúde do profissional solicitante. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cuidado_compartilhado/tb_fat_cuidado_compartilhado.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_ivcf	co_dim_unidade_saude	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/ivcf/ivcf.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_marca_consumo_alimnt	co_dim_unidade_saude	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/marcadores_consumo_alimentar.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_proced_atend	co_dim_unidade_saude	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/procedimentos/tb_fat_proced_atend.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_proced_atend_proced	co_dim_unidade_saude	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/procedimentos/tb_fat_proced_atend_proced.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_procedimento	co_dim_unidade_saude	Código de identificação da unidade de saúde do profissional responsável. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/procedimentos/tb_fat_procedimento.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_solicitacao_oci	co_dim_unidade_saude_1	Código de identificação da unidade de saúde do profissional principal. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/oci/tb_fat_solicitacao_oci.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Referencia unidade de saúde	tb_fat_solicitacao_oci	co_dim_unidade_saude_2	Código de identificação da unidade de saúde do profissional secundário. Campo co_seq_dim_unidade_saude da tb_dim_unidade_saude	Nao parece conter o nome diretamente; revisar join com tb_dim_unidade_saude antes de alterar.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/oci/tb_fat_solicitacao_oci.html	A documentacao referencia unidade/CNES ou a dimensao tb_dim_unidade_saude.
Data de nascimento	tb_fat_marca_consumo_alimnt	dt_nascimento	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/marcadores_consumo_alimentar.html	Achado em linha de tabela da documentacao DW.
Data de nascimento	tb_fat_atendimento_individual	dt_nascimento	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_individual/tb_fat_atendimento_individual.html	CPF ja mapeado antes nesta tabela; coluna nova.
Data de nascimento	tb_fat_atendimento_odonto	dt_nascimento	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/atendimento_odontologico/tb_fat_atendimento_odonto.html	Achado em linha de tabela da documentacao DW.
Data de nascimento	tb_fat_proced_atend	dt_nascimento	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/procedimentos/tb_fat_proced_atend.html	Achado em linha de tabela da documentacao DW.
Data de nascimento	tb_fat_proced_atend_proced	dt_nascimento	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/procedimentos/tb_fat_proced_atend_proced.html	Achado em linha de tabela da documentacao DW.
Data de nascimento	tb_fat_cuidado_compartilhado	dt_nascimento_cidadao	Data de nascimento do cidadao	Deslocar o dia (1 a 30/31), preservando mes e ano, e redimensionar a data de cada atendimento do mesmo cidadao para preservar o intervalo em dias entre nascimento e atendimento.	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cuidado_compartilhado/tb_fat_cuidado_compartilhado.html	Achado em linha de tabela da documentacao DW.
Nome cidadão	tb_fat_cad_individual	no_nome	Campo listado como criptografado no registro, sem descricao completa disponivel na pagina.	Pendente de definicao na guideline - nome do cidadao nao coberto explicitamente (so ha regra para nome de profissional).	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cadastro_individual.html	confirmar manualmente - categoria nao consta na guideline fornecida.
Nome cidadão	tb_fat_cad_individual	no_nome_mae	Campo listado como criptografado no registro, sem descricao completa disponivel na pagina.	Pendente de definicao na guideline - nome do cidadao nao coberto explicitamente (so ha regra para nome de profissional).	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cadastro_individual.html	confirmar manualmente - categoria nao consta na guideline fornecida.
Nome cidadão	tb_fat_cad_individual	no_nome_pai	Campo listado como criptografado no registro, sem descricao completa disponivel na pagina.	Pendente de definicao na guideline - nome do cidadao nao coberto explicitamente (so ha regra para nome de profissional).	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cadastro_individual.html	confirmar manualmente - categoria nao consta na guideline fornecida.
Nome cidadão	tb_fat_cad_individual	no_nome_social	Campo listado como criptografado no registro, sem descricao completa disponivel na pagina.	Pendente de definicao na guideline - nome do cidadao nao coberto explicitamente (so ha regra para nome de profissional).	https://integracao.esusaps.bridge.ufsc.tech/dw/fatos/cadastro_individual.html	confirmar manualmente - categoria nao consta na guideline fornecida.
